,Year,Count_median,Status
198,2010,520000.0,Petients
199,2010,0.0,Petients
200,2010,140000.0,Petients
201,2010,99000.0,Petients
202,2010,39000.0,Petients
203,2010,0.0,Petients
204,2010,130000.0,Petients
205,2010,200.0,Petients
206,2010,82000.0,Petients
207,2010,9300.0,Petients
208,2010,480000.0,Petients
209,2010,1000.0,Petients
210,2010,17000.0,Petients
211,2010,0.0,Petients
212,2010,1800.0,Petients
213,2010,0.0,Petients
214,2010,480000.0,Petients
215,2010,5500.0,Petients
216,2010,9400.0,Petients
217,2010,72000.0,Petients
218,2010,34000.0,Petients
219,2010,6800.0,Petients
220,2010,26000.0,Petients
221,2010,35000.0,Petients
222,2010,17000.0,Petients
223,2010,6000.0,Petients
224,2010,160000.0,Petients
225,2010,630000.0,Petients
226,2010,0.0,Petients
227,2010,2700.0,Petients
228,2010,140000.0,Petients
229,2010,43000.0,Petients
230,2010,18000.0,Petients
231,2010,5600.0,Petients
232,2010,69000.0,Petients
233,2010,300000.0,Petients
234,2010,0.0,Petients
235,2010,49000.0,Petients
236,2010,100000.0,Petients
237,2010,38000.0,Petients
238,2010,6700.0,Petients
239,2010,140000.0,Petients
240,2010,26000.0,Petients
241,2010,2000.0,Petients
242,2010,500.0,Petients
243,2010,0.0,Petients
244,2010,510000.0,Petients
245,2010,50000.0,Petients
246,2010,4800.0,Petients
247,2010,6000.0,Petients
248,2010,110000.0,Petients
249,2010,37000.0,Petients
250,2010,19000.0,Petients
251,2010,200.0,Petients
252,2010,11000.0,Petients
253,2010,1500000.0,Petients
254,2010,500.0,Petients
255,2010,4100.0,Petients
256,2010,9900.0,Petients
257,2010,4000.0,Petients
258,2010,1600.0,Petients
259,2010,300000.0,Petients
260,2010,41000.0,Petients
261,2010,6100.0,Petients
262,2010,0.0,Petients
263,2010,700.0,Petients
264,2010,21000.0,Petients
265,2010,870000.0,Petients
266,2010,74000.0,Petients
267,2010,0.0,Petients
268,2010,120000.0,Petients
269,2010,0.0,Petients
270,2010,7100.0,Petients
271,2010,11000.0,Petients
272,2010,180000.0,Petients
273,2010,500.0,Petients
274,2010,200.0,Petients
275,2010,17000.0,Petients
276,2010,1600000.0,Petients
277,2010,220000.0,Petients
278,2010,170000.0,Petients
279,2010,31000.0,Petients
280,2010,20000.0,Petients
281,2010,2500.0,Petients
282,2010,7900.0,Petients
283,2010,37000.0,Petients
284,2010,1500000.0,Petients
285,2010,4200.0,Petients
286,2010,2200.0,Petients
287,2010,67000.0,Petients
288,2010,20000.0,Petients
289,2010,38000.0,Petients
290,2010,20000.0,Petients
291,2010,65000.0,Petients
292,2010,15000.0,Petients
293,2010,0.0,Petients
294,2010,40000.0,Petients
295,2010,0.0,Petients
296,2010,0.0,Petients
297,2010,16000.0,Petients
298,2010,200.0,Petients
299,2010,14000.0,Petients
300,2010,0.0,Petients
301,2010,220000.0,Petients
302,2010,0.0,Petients
303,2010,44000.0,Petients
304,2010,1800.0,Petients
305,2010,58000.0,Petients
306,2010,6500.0,Petients
307,2010,500.0,Petients
308,2010,0.0,Petients
309,2010,17000.0,Petients
310,2010,6100000.0,Petients
311,2010,140000.0,Petients
312,2010,140000.0,Petients
313,2010,4000.0,Petients
314,2010,43000.0,Petients
315,2010,4600.0,Petients
316,2010,0.0,Petients
317,2010,0.0,Petients
318,2010,570.0,Petients
319,2010,9200.0,Petients
320,2010,580000.0,Petients
321,2010,0.0,Petients
322,2010,100000.0,Petients
323,2010,0.0,Petients
324,2010,1400.0,Petients
325,2010,0.0,Petients
326,2010,0.0,Petients
327,2010,1200000.0,Petients
328,2010,230000.0,Petients
329,2010,0.0,Petients
330,2010,0.0,Petients
331,2010,1300000.0,Petients
332,2010,990000.0,Petients
333,2010,9600.0,Petients
334,2010,30000.0,Petients
335,2010,0.0,Petients
336,2010,220000.0,Petients
337,2010,5100.0,Petients
338,2010,1000000.0,Petients
339,2010,1200000.0,Petients
340,2000,1600.0,Petients
341,2000,0.0,Petients
342,2000,1900.0,Petients
343,2000,87000.0,Petients
344,2000,64000.0,Petients
345,2000,950.0,Petients
346,2000,13000.0,Petients
347,2000,0.0,Petients
348,2000,0.0,Petients
349,2000,5100.0,Petients
350,2000,0.0,Petients
351,2000,940.0,Petients
352,2000,1100.0,Petients
353,2000,1400.0,Petients
354,2000,0.0,Petients
355,2000,1700.0,Petients
356,2000,47000.0,Petients
357,2000,530.0,Petients
358,2000,21000.0,Petients
359,2000,100.0,Petients
360,2000,280000.0,Petients
361,2000,410000.0,Petients
362,2000,0.0,Petients
363,2000,500.0,Petients
364,2000,140000.0,Petients
365,2000,130000.0,Petients
366,2000,1600.0,Petients
367,2000,81000.0,Petients
368,2000,370000.0,Petients
369,2000,0.0,Petients
370,2000,160000.0,Petients
371,2000,80000.0,Petients
372,2000,14000.0,Petients
373,2000,0.0,Petients
374,2000,110000.0,Petients
375,2000,100.0,Petients
376,2000,80000.0,Petients
377,2000,4300.0,Petients
378,2000,590000.0,Petients
379,2000,500.0,Petients
380,2000,4100.0,Petients
381,2000,0.0,Petients
382,2000,510.0,Petients
383,2000,0.0,Petients
384,2000,540000.0,Petients
385,2000,4000.0,Petients
386,2000,9400.0,Petients
387,2000,85000.0,Petients
388,2000,26000.0,Petients
389,2000,1500.0,Petients
390,2000,18000.0,Petients
391,2000,13000.0,Petients
392,2000,16000.0,Petients
393,2000,3400.0,Petients
394,2000,110000.0,Petients
395,2000,750000.0,Petients
396,2000,0.0,Petients
397,2000,1100.0,Petients
398,2000,82000.0,Petients
399,2000,28000.0,Petients
400,2000,9900.0,Petients
401,2000,980.0,Petients
402,2000,45000.0,Petients
403,2000,270000.0,Petients
404,2000,0.0,Petients
405,2000,44000.0,Petients
406,2000,83000.0,Petients
407,2000,22000.0,Petients
408,2000,2300.0,Petients
409,2000,150000.0,Petients
410,2000,40000.0,Petients
411,2000,830.0,Petients
412,2000,100.0,Petients
413,2000,0.0,Petients
414,2000,80000.0,Petients
415,2000,16000.0,Petients
416,2000,1900.0,Petients
417,2000,2700.0,Petients
418,2000,68000.0,Petients
419,2000,41000.0,Petients
420,2000,6200.0,Petients
421,2000,100.0,Petients
422,2000,1100.0,Petients
423,2000,1700000.0,Petients
424,2000,200.0,Petients
425,2000,710.0,Petients
426,2000,2200.0,Petients
427,2000,2300.0,Petients
428,2000,910.0,Petients
429,2000,260000.0,Petients
430,2000,43000.0,Petients
431,2000,950.0,Petients
432,2000,0.0,Petients
433,2000,500.0,Petients
434,2000,13000.0,Petients
435,2000,810000.0,Petients
436,2000,55000.0,Petients
437,2000,0.0,Petients
438,2000,110000.0,Petients
439,2000,0.0,Petients
440,2000,5500.0,Petients
441,2000,3200.0,Petients
442,2000,130000.0,Petients
443,2000,100.0,Petients
444,2000,100.0,Petients
445,2000,9700.0,Petients
446,2000,840000.0,Petients
447,2000,150000.0,Petients
448,2000,140000.0,Petients
449,2000,16000.0,Petients
450,2000,11000.0,Petients
451,2000,1300.0,Petients
452,2000,3600.0,Petients
453,2000,37000.0,Petients
454,2000,1300000.0,Petients
455,2000,1900.0,Petients
456,2000,1300.0,Petients
457,2000,500.0,Petients
458,2000,11000.0,Petients
459,2000,20000.0,Petients
460,2000,14000.0,Petients
461,2000,71000.0,Petients
462,2000,1000.0,Petients
463,2000,0.0,Petients
464,2000,32000.0,Petients
465,2000,0.0,Petients
466,2000,0.0,Petients
467,2000,10000.0,Petients
468,2000,100.0,Petients
469,2000,7500.0,Petients
470,2000,0.0,Petients
471,2000,240000.0,Petients
472,2000,0.0,Petients
473,2000,33000.0,Petients
474,2000,1000.0,Petients
475,2000,40000.0,Petients
476,2000,2900.0,Petients
477,2000,200.0,Petients
478,2000,0.0,Petients
479,2000,16000.0,Petients
480,2000,3300000.0,Petients
481,2000,90000.0,Petients
482,2000,92000.0,Petients
483,2000,2200.0,Petients
484,2000,15000.0,Petients
485,2000,3100.0,Petients
486,2000,0.0,Petients
487,2000,0.0,Petients
488,2000,500.0,Petients
489,2000,1400.0,Petients
490,2000,740000.0,Petients
491,2000,0.0,Petients
492,2000,94000.0,Petients
493,2000,0.0,Petients
494,2000,500.0,Petients
495,2000,0.0,Petients
496,2000,0.0,Petients
497,2000,1000000.0,Petients
498,2000,170000.0,Petients
499,2000,0.0,Petients
500,2000,0.0,Petients
501,2000,1100000.0,Petients
502,2000,0.0,Petients
503,2000,6000.0,Petients
504,2000,14000.0,Petients
505,2000,0.0,Petients
506,2000,120000.0,Petients
507,2000,1100.0,Petients
508,2000,890000.0,Petients
509,2000,1600000.0,Petients
510,2018,500.0,Deaths
511,2018,0.0,Deaths
512,2018,200.0,Deaths
513,2018,14000.0,Deaths
514,2018,1700.0,Deaths
515,2018,200.0,Deaths
516,2018,200.0,Deaths
517,2018,0.0,Deaths
518,2018,0.0,Deaths
519,2018,200.0,Deaths
520,2018,0.0,Deaths
521,2018,580.0,Deaths
522,2018,100.0,Deaths
523,2018,500.0,Deaths
524,2018,0.0,Deaths
525,2018,200.0,Deaths
526,2018,2200.0,Deaths
527,2018,100.0,Deaths
528,2018,670.0,Deaths
529,2018,100.0,Deaths
530,2018,4800.0,Deaths
531,2018,15000.0,Deaths
532,2018,0.0,Deaths
533,2018,100.0,Deaths
534,2018,3300.0,Deaths
535,2018,1900.0,Deaths
536,2018,100.0,Deaths
537,2018,1300.0,Deaths
538,2018,18000.0,Deaths
539,2018,0.0,Deaths
540,2018,4800.0,Deaths
541,2018,3100.0,Deaths
542,2018,590.0,Deaths
543,2018,0.0,Deaths
544,2018,0.0,Deaths
545,2018,100.0,Deaths
546,2018,4000.0,Deaths
547,2018,500.0,Deaths
548,2018,16000.0,Deaths
549,2018,100.0,Deaths
550,2018,500.0,Deaths
551,2018,0.0,Deaths
552,2018,100.0,Deaths
553,2018,0.0,Deaths
554,2018,13000.0,Deaths
555,2018,100.0,Deaths
556,2018,500.0,Deaths
557,2018,1200.0,Deaths
558,2018,620.0,Deaths
559,2018,500.0,Deaths
560,2018,700.0,Deaths
561,2018,1800.0,Deaths
562,2018,500.0,Deaths
563,2018,100.0,Deaths
564,2018,2400.0,Deaths
565,2018,11000.0,Deaths
566,2018,0.0,Deaths
567,2018,100.0,Deaths
568,2018,500.0,Deaths
569,2018,1200.0,Deaths
570,2018,980.0,Deaths
571,2018,500.0,Deaths
572,2018,500.0,Deaths
573,2018,14000.0,Deaths
574,2018,0.0,Deaths
575,2018,2200.0,Deaths
576,2018,4300.0,Deaths
577,2018,1800.0,Deaths
578,2018,200.0,Deaths
579,2018,2700.0,Deaths
580,2018,780.0,Deaths
581,2018,100.0,Deaths
582,2018,100.0,Deaths
583,2018,0.0,Deaths
584,2018,38000.0,Deaths
585,2018,2600.0,Deaths
586,2018,100.0,Deaths
587,2018,100.0,Deaths
588,2018,710.0,Deaths
589,2018,1500.0,Deaths
590,2018,0.0,Deaths
591,2018,100.0,Deaths
592,2018,500.0,Deaths
593,2018,25000.0,Deaths
594,2018,100.0,Deaths
595,2018,200.0,Deaths
596,2018,500.0,Deaths
597,2018,100.0,Deaths
598,2018,100.0,Deaths
599,2018,6100.0,Deaths
600,2018,1800.0,Deaths
601,2018,200.0,Deaths
602,2018,0.0,Deaths
603,2018,100.0,Deaths
604,2018,1700.0,Deaths
605,2018,13000.0,Deaths
606,2018,2600.0,Deaths
607,2018,0.0,Deaths
608,2018,6500.0,Deaths
609,2018,0.0,Deaths
610,2018,500.0,Deaths
611,2018,610.0,Deaths
612,2018,0.0,Deaths
613,2018,100.0,Deaths
614,2018,100.0,Deaths
615,2018,500.0,Deaths
616,2018,54000.0,Deaths
617,2018,7800.0,Deaths
618,2018,2700.0,Deaths
619,2018,910.0,Deaths
620,2018,0.0,Deaths
621,2018,100.0,Deaths
622,2018,200.0,Deaths
623,2018,1200.0,Deaths
624,2018,53000.0,Deaths
625,2018,100.0,Deaths
626,2018,100.0,Deaths
627,2018,6400.0,Deaths
628,2018,500.0,Deaths
629,2018,0.0,Deaths
630,2018,720.0,Deaths
631,2018,1000.0,Deaths
632,2018,1200.0,Deaths
633,2018,0.0,Deaths
634,2018,500.0,Deaths
635,2018,0.0,Deaths
636,2018,0.0,Deaths
637,2018,570.0,Deaths
638,2018,100.0,Deaths
639,2018,200.0,Deaths
640,2018,0.0,Deaths
641,2018,2900.0,Deaths
642,2018,0.0,Deaths
643,2018,1300.0,Deaths
644,2018,100.0,Deaths
645,2018,2100.0,Deaths
646,2018,100.0,Deaths
647,2018,100.0,Deaths
648,2018,100.0,Deaths
649,2018,710.0,Deaths
650,2018,71000.0,Deaths
651,2018,9900.0,Deaths
652,2018,0.0,Deaths
653,2018,200.0,Deaths
654,2018,2900.0,Deaths
655,2018,100.0,Deaths
656,2018,0.0,Deaths
657,2018,0.0,Deaths
658,2018,100.0,Deaths
659,2018,500.0,Deaths
660,2018,18000.0,Deaths
661,2018,0.0,Deaths
662,2018,3800.0,Deaths
663,2018,0.0,Deaths
664,2018,100.0,Deaths
665,2018,0.0,Deaths
666,2018,0.0,Deaths
667,2018,23000.0,Deaths
668,2018,6100.0,Deaths
669,2018,0.0,Deaths
670,2018,0.0,Deaths
671,2018,24000.0,Deaths
672,2018,0.0,Deaths
673,2018,200.0,Deaths
674,2018,1300.0,Deaths
675,2018,0.0,Deaths
676,2018,4700.0,Deaths
677,2018,500.0,Deaths
678,2018,17000.0,Deaths
679,2018,22000.0,Deaths
680,2010,500.0,Deaths
681,2010,0.0,Deaths
682,2010,200.0,Deaths
683,2010,10000.0,Deaths
684,2010,1600.0,Deaths
685,2010,200.0,Deaths
686,2010,500.0,Deaths
687,2010,0.0,Deaths
688,2010,0.0,Deaths
689,2010,200.0,Deaths
690,2010,0.0,Deaths
691,2010,500.0,Deaths
692,2010,100.0,Deaths
693,2010,200.0,Deaths
694,2010,0.0,Deaths
695,2010,200.0,Deaths
696,2010,2000.0,Deaths
697,2010,100.0,Deaths
698,2010,1600.0,Deaths
699,2010,100.0,Deaths
700,2010,7300.0,Deaths
701,2010,15000.0,Deaths
702,2010,0.0,Deaths
703,2010,100.0,Deaths
704,2010,4800.0,Deaths
705,2010,5200.0,Deaths
706,2010,100.0,Deaths
707,2010,2500.0,Deaths
708,2010,22000.0,Deaths
709,2010,0.0,Deaths
710,2010,7800.0,Deaths
711,2010,3500.0,Deaths
712,2010,0.0,Deaths
713,2010,0.0,Deaths
714,2010,0.0,Deaths
715,2010,100.0,Deaths
716,2010,3900.0,Deaths
717,2010,500.0,Deaths
718,2010,24000.0,Deaths
719,2010,100.0,Deaths
720,2010,500.0,Deaths
721,2010,0.0,Deaths
722,2010,100.0,Deaths
723,2010,0.0,Deaths
724,2010,34000.0,Deaths
725,2010,100.0,Deaths
726,2010,630.0,Deaths
727,2010,3000.0,Deaths
728,2010,1100.0,Deaths
729,2010,200.0,Deaths
730,2010,500.0,Deaths
731,2010,1400.0,Deaths
732,2010,620.0,Deaths
733,2010,200.0,Deaths
734,2010,3800.0,Deaths
735,2010,20000.0,Deaths
736,2010,0.0,Deaths
737,2010,100.0,Deaths
738,2010,600.0,Deaths
739,2010,1600.0,Deaths
740,2010,970.0,Deaths
741,2010,100.0,Deaths
742,2010,500.0,Deaths
743,2010,17000.0,Deaths
744,2010,0.0,Deaths
745,2010,1700.0,Deaths
746,2010,4100.0,Deaths
747,2010,1900.0,Deaths
748,2010,100.0,Deaths
749,2010,4900.0,Deaths
750,2010,1400.0,Deaths
751,2010,100.0,Deaths
752,2010,100.0,Deaths
753,2010,0.0,Deaths
754,2010,24000.0,Deaths
755,2010,2400.0,Deaths
756,2010,100.0,Deaths
757,2010,100.0,Deaths
758,2010,830.0,Deaths
759,2010,1800.0,Deaths
760,2010,0.0,Deaths
761,2010,100.0,Deaths
762,2010,500.0,Deaths
763,2010,56000.0,Deaths
764,2010,100.0,Deaths
765,2010,200.0,Deaths
766,2010,500.0,Deaths
767,2010,200.0,Deaths
768,2010,100.0,Deaths
769,2010,7200.0,Deaths
770,2010,2700.0,Deaths
771,2010,100.0,Deaths
772,2010,0.0,Deaths
773,2010,100.0,Deaths
774,2010,1400.0,Deaths
775,2010,29000.0,Deaths
776,2010,2900.0,Deaths
777,2010,0.0,Deaths
778,2010,5300.0,Deaths
779,2010,0.0,Deaths
780,2010,500.0,Deaths
781,2010,500.0,Deaths
782,2010,0.0,Deaths
783,2010,100.0,Deaths
784,2010,100.0,Deaths
785,2010,550.0,Deaths
786,2010,64000.0,Deaths
787,2010,11000.0,Deaths
788,2010,3500.0,Deaths
789,2010,1400.0,Deaths
790,2010,200.0,Deaths
791,2010,100.0,Deaths
792,2010,500.0,Deaths
793,2010,1700.0,Deaths
794,2010,72000.0,Deaths
795,2010,100.0,Deaths
796,2010,100.0,Deaths
797,2010,1400.0,Deaths
798,2010,500.0,Deaths
799,2010,0.0,Deaths
800,2010,790.0,Deaths
801,2010,2100.0,Deaths
802,2010,500.0,Deaths
803,2010,0.0,Deaths
804,2010,930.0,Deaths
805,2010,0.0,Deaths
806,2010,0.0,Deaths
807,2010,740.0,Deaths
808,2010,100.0,Deaths
809,2010,200.0,Deaths
810,2010,0.0,Deaths
811,2010,5700.0,Deaths
812,2010,0.0,Deaths
813,2010,1300.0,Deaths
814,2010,100.0,Deaths
815,2010,2900.0,Deaths
816,2010,100.0,Deaths
817,2010,100.0,Deaths
818,2010,100.0,Deaths
819,2010,1400.0,Deaths
820,2010,140000.0,Deaths
821,2010,9800.0,Deaths
822,2010,1300.0,Deaths
823,2010,500.0,Deaths
824,2010,1900.0,Deaths
825,2010,200.0,Deaths
826,2010,0.0,Deaths
827,2010,0.0,Deaths
828,2010,100.0,Deaths
829,2010,500.0,Deaths
830,2010,27000.0,Deaths
831,2010,0.0,Deaths
832,2010,5700.0,Deaths
833,2010,0.0,Deaths
834,2010,100.0,Deaths
835,2010,0.0,Deaths
836,2010,0.0,Deaths
837,2010,56000.0,Deaths
838,2010,12000.0,Deaths
839,2010,0.0,Deaths
840,2010,0.0,Deaths
841,2010,48000.0,Deaths
842,2010,0.0,Deaths
843,2010,500.0,Deaths
844,2010,1800.0,Deaths
845,2010,0.0,Deaths
846,2010,8500.0,Deaths
847,2010,200.0,Deaths
848,2010,26000.0,Deaths
849,2010,54000.0,Deaths
850,2000,100.0,Deaths
851,2000,0.0,Deaths
852,2000,100.0,Deaths
853,2000,4800.0,Deaths
854,2000,1400.0,Deaths
855,2000,100.0,Deaths
856,2000,500.0,Deaths
857,2000,0.0,Deaths
858,2000,0.0,Deaths
859,2000,500.0,Deaths
860,2000,0.0,Deaths
861,2000,100.0,Deaths
862,2000,100.0,Deaths
863,2000,100.0,Deaths
864,2000,0.0,Deaths
865,2000,100.0,Deaths
866,2000,2400.0,Deaths
867,2000,100.0,Deaths
868,2000,670.0,Deaths
869,2000,100.0,Deaths
870,2000,15000.0,Deaths
871,2000,15000.0,Deaths
872,2000,0.0,Deaths
873,2000,100.0,Deaths
874,2000,12000.0,Deaths
875,2000,11000.0,Deaths
876,2000,200.0,Deaths
877,2000,4500.0,Deaths
878,2000,19000.0,Deaths
879,2000,0.0,Deaths
880,2000,11000.0,Deaths
881,2000,5600.0,Deaths
882,2000,0.0,Deaths
883,2000,0.0,Deaths
884,2000,0.0,Deaths
885,2000,100.0,Deaths
886,2000,6100.0,Deaths
887,2000,500.0,Deaths
888,2000,44000.0,Deaths
889,2000,100.0,Deaths
890,2000,200.0,Deaths
891,2000,0.0,Deaths
892,2000,100.0,Deaths
893,2000,0.0,Deaths
894,2000,43000.0,Deaths
895,2000,100.0,Deaths
896,2000,500.0,Deaths
897,2000,4800.0,Deaths
898,2000,1500.0,Deaths
899,2000,100.0,Deaths
900,2000,810.0,Deaths
901,2000,680.0,Deaths
902,2000,1100.0,Deaths
903,2000,100.0,Deaths
904,2000,5000.0,Deaths
905,2000,58000.0,Deaths
906,2000,0.0,Deaths
907,2000,100.0,Deaths
908,2000,880.0,Deaths
909,2000,1600.0,Deaths
910,2000,500.0,Deaths
911,2000,100.0,Deaths
912,2000,880.0,Deaths
913,2000,18000.0,Deaths
914,2000,0.0,Deaths
915,2000,2400.0,Deaths
916,2000,5000.0,Deaths
917,2000,1100.0,Deaths
918,2000,100.0,Deaths
919,2000,12000.0,Deaths
920,2000,3200.0,Deaths
921,2000,100.0,Deaths
922,2000,100.0,Deaths
923,2000,0.0,Deaths
924,2000,1900.0,Deaths
925,2000,500.0,Deaths
926,2000,100.0,Deaths
927,2000,100.0,Deaths
928,2000,1200.0,Deaths
929,2000,2400.0,Deaths
930,2000,0.0,Deaths
931,2000,100.0,Deaths
932,2000,100.0,Deaths
933,2000,120000.0,Deaths
934,2000,100.0,Deaths
935,2000,100.0,Deaths
936,2000,100.0,Deaths
937,2000,100.0,Deaths
938,2000,100.0,Deaths
939,2000,12000.0,Deaths
940,2000,3000.0,Deaths
941,2000,100.0,Deaths
942,2000,0.0,Deaths
943,2000,100.0,Deaths
944,2000,500.0,Deaths
945,2000,57000.0,Deaths
946,2000,2700.0,Deaths
947,2000,0.0,Deaths
948,2000,7700.0,Deaths
949,2000,0.0,Deaths
950,2000,500.0,Deaths
951,2000,100.0,Deaths
952,2000,0.0,Deaths
953,2000,100.0,Deaths
954,2000,100.0,Deaths
955,2000,500.0,Deaths
956,2000,40000.0,Deaths
957,2000,5800.0,Deaths
958,2000,7300.0,Deaths
959,2000,500.0,Deaths
960,2000,200.0,Deaths
961,2000,100.0,Deaths
962,2000,100.0,Deaths
963,2000,2300.0,Deaths
964,2000,78000.0,Deaths
965,2000,100.0,Deaths
966,2000,100.0,Deaths
967,2000,100.0,Deaths
968,2000,500.0,Deaths
969,2000,0.0,Deaths
970,2000,500.0,Deaths
971,2000,5100.0,Deaths
972,2000,100.0,Deaths
973,2000,0.0,Deaths
974,2000,1100.0,Deaths
975,2000,0.0,Deaths
976,2000,0.0,Deaths
977,2000,500.0,Deaths
978,2000,100.0,Deaths
979,2000,500.0,Deaths
980,2000,0.0,Deaths
981,2000,18000.0,Deaths
982,2000,0.0,Deaths
983,2000,1700.0,Deaths
984,2000,200.0,Deaths
985,2000,2400.0,Deaths
986,2000,0.0,Deaths
987,2000,100.0,Deaths
988,2000,100.0,Deaths
989,2000,810.0,Deaths
990,2000,100000.0,Deaths
991,2000,5100.0,Deaths
992,2000,1800.0,Deaths
993,2000,100.0,Deaths
